,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil,new_wer,new_wil
1607,1607,36.0,12.0,"lisbon, portugal",portuguese12,portuguese,male,513,portugal,False,,,,0.130434783,0.232736573,0.13043478260869565,0.23273657289002558
1608,1608,18.0,9.0,"santa maria, rio grande do sul, brazil",portuguese13,portuguese,male,520,brazil,False,,,,0.086956522,0.154092072,0.08695652173913043,0.15409207161125316
1609,1609,25.0,8.0,"sao paulo, brazil",portuguese14,portuguese,male,558,brazil,False,,,,0.246376812,0.401321398,0.2463768115942029,0.4013213981244672
1610,1610,54.0,9.0,"sao paulo, brazil",portuguese15,portuguese,male,615,brazil,False,,,,0.0,0.0,0.0,0.0
1611,1611,25.0,15.0,"porto alegre, brazil",portuguese16,portuguese,male,632,brazil,False,,,,0.0,0.0,0.0,0.0
1612,1612,18.0,15.0,"salinas, brazil",portuguese17,portuguese,male,806,brazil,False,,,,0.47826087,0.697054698,0.4782608695652174,0.6869565217391305
1613,1613,50.0,12.0,"almada, portugal",portuguese18,portuguese,female,812,portugal,False,,,,0.086956522,0.154092072,0.08695652173913043,0.15409207161125316
1614,1614,32.0,4.0,"florianopolis, brazil",portuguese19,portuguese,male,829,brazil,False,,,,0.362318841,0.536231884,0.36231884057971014,0.5362318840579711
1615,1615,18.0,10.0,"brasilia, brazil",portuguese2,portuguese,female,283,brazil,False,,,,0.101449275,0.180733163,0.10144927536231885,0.18073316283034957
1616,1616,21.0,10.0,"campinas, brazil",portuguese20,portuguese,male,833,brazil,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1617,1617,23.0,17.0,"sao paulo, brazil",portuguese21,portuguese,male,891,brazil,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
1618,1618,43.0,17.0,"luanda, angola",portuguese22,portuguese,female,933,angola,False,,,,0.130434783,0.243856333,0.13043478260869565,0.2438563327032136
1619,1619,29.0,10.0,"curitiba, brazil",portuguese23,portuguese,female,938,brazil,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
1620,1620,22.0,11.0,"santos, brazil",portuguese24,portuguese,female,960,brazil,False,,,,0.333333333,0.508951407,0.3188405797101449,0.48064027687648714
1621,1621,20.0,18.0,"rio de janeiro, brazil",portuguese25,portuguese,female,972,brazil,False,,,,0.072463768,0.139676539,0.07246376811594203,0.13967653854232298
1622,1622,25.0,10.0,"campo grande, brazil",portuguese26,portuguese,female,1109,brazil,False,,,,0.014492754,0.014492754,0.014492753623188406,0.01449275362318836
1623,1623,33.0,8.0,"sao paulo, brazil",portuguese27,portuguese,female,1128,brazil,False,,,,0.115942029,0.204140787,0.11594202898550725,0.20414078674948244
1624,1624,36.0,10.0,"sao paulo, brazil",portuguese28,portuguese,female,1187,brazil,False,,,,0.101449275,0.149557166,0.10144927536231885,0.14955716586151369
1625,1625,28.0,8.0,"vitoria, brazil",portuguese29,portuguese,male,1284,brazil,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
1626,1626,18.0,15.0,"blumenau, brazil",portuguese3,portuguese,female,284,brazil,False,,,,0.304347826,0.388481084,0.30434782608695654,0.388481084133258
1627,1627,26.0,24.0,"juiz de fora, brazil",portuguese30,portuguese,female,1285,brazil,False,,,,0.31884058,0.469075321,0.3188405797101449,0.4690753214941825
1628,1628,29.0,16.0,"belo horizonte, brazil",portuguese31,portuguese,male,1286,brazil,False,,,,0.130434783,0.209486166,0.11594202898550725,0.1951113995241185
1629,1629,29.0,12.0,"volta redonda, brazil",portuguese32,portuguese,male,1305,brazil,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
1630,1630,38.0,28.0,"brasilia, brazil",portuguese33,portuguese,male,1316,brazil,False,,,,0.347826087,0.535353535,0.34782608695652173,0.5353535353535354
1631,1631,18.0,14.0,"porto alegre, brazil",portuguese34,portuguese,male,1376,brazil,False,,,,0.086956522,0.166351607,0.08695652173913043,0.16635160680529315
1632,1632,22.0,9.0,"sao paulo, brazil",portuguese35,portuguese,female,1389,brazil,False,,,,0.086956522,0.14146658,0.08695652173913043,0.14146658014276448
1633,1633,39.0,15.0,"uberlandia, brazil",portuguese36,portuguese,female,1438,brazil,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1634,1634,43.0,26.0,"sao paulo, brazil",portuguese37,portuguese,female,1454,brazil,False,,,,0.086956522,0.154092072,0.08695652173913043,0.15409207161125316
1635,1635,25.0,15.0,"rio de janeiro, brazil",portuguese38,portuguese,male,1470,brazil,False,,,,0.0,0.0,0.0,0.0
1636,1636,26.0,8.0,"sao paulo, brazil",portuguese39,portuguese,female,1553,brazil,False,,,,0.086956522,0.151966874,0.08695652173913043,0.15196687370600415
1637,1637,20.0,15.0,"cabinda, angola",portuguese4,portuguese,male,285,angola,False,,,,0.173913043,0.286561265,0.13043478260869565,0.23273657289002558
1638,1638,23.0,0.0,"london, england, uk",portuguese40,portuguese,male,1773,uk,False,,,,0.101449275,0.1685053,0.10144927536231885,0.1559068950373298
1639,1639,22.0,10.0,"mexico city, mexico",portuguese41,portuguese,male,1849,mexico,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1640,1640,24.0,21.0,"luanda, angola",portuguese42,portuguese,male,1883,angola,False,,,,0.072463768,0.08199325,0.07246376811594203,0.08199324995036728
1641,1641,32.0,8.0,"coronel fabriciano, minas gerais, brazil",portuguese43,portuguese,female,1922,brazil,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1642,1642,38.0,24.0,"rio de janeiro, brazil",portuguese44,portuguese,female,1930,brazil,False,,,,0.31884058,0.529198636,0.3188405797101449,0.5291986359761296
1643,1643,19.0,7.0,"salvador, brazil",portuguese45,portuguese,female,1941,brazil,False,,,,0.173913043,0.268851082,0.17391304347826086,0.26885108170552396
1644,1644,65.0,11.0,"cascais, portugal",portuguese46,portuguese,male,1965,portugal,False,,,,0.115942029,0.204140787,0.17391304347826086,0.30351966873706004
1645,1645,22.0,12.0,"rosario do sul, brazil",portuguese47,portuguese,female,1989,brazil,False,,,,0.130434783,0.204140787,0.13043478260869565,0.20414078674948244
1646,1646,31.0,26.0,"sao paulo, brazil",portuguese48,portuguese,male,2120,brazil,False,,,,0.072463768,0.127024723,0.08695652173913043,0.15409207161125316
1647,1647,31.0,13.0,"lubango, angola",portuguese5,portuguese,male,286,angola,False,,,,0.072463768,0.139676539,0.07246376811594203,0.13967653854232298
1648,1648,44.0,15.0,"sao paulo, brazil",portuguese6,portuguese,male,287,brazil,False,,,,0.289855072,0.440165631,0.2753623188405797,0.4266176770769545
1649,1649,40.0,11.0,"vitoria, brazil",portuguese7,portuguese,male,288,brazil,False,,,,0.173913043,0.31758034,0.17391304347826086,0.3175803402646503
1650,1650,26.0,7.0,"fortaleza, brazil",portuguese8,portuguese,male,289,brazil,False,,,,0.101449275,0.180733163,0.10144927536231885,0.18073316283034957
1651,1651,18.0,14.0,"sao paulo, brazil",portuguese9,portuguese,male,290,brazil,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
1652,1652,53.0,12.0,"dakar, senegal",pulaar1,pulaar,female,778,senegal,False,,,,0.144927536,0.258098892,0.13043478260869565,0.23273657289002558
1653,1653,44.0,13.0,"rufisque, senegal",pulaar2,pulaar,male,779,senegal,False,,,,0.115942029,0.163911002,0.11594202898550725,0.16391100224535615
1654,1654,53.0,30.0,"dakar, senegal",pulaar3,pulaar,male,786,senegal,False,,,,0.188405797,0.279296066,0.2028985507246377,0.30351966873706004
1655,1655,34.0,10.0,"sargodha, pakistan",punjabi1,punjabi,male,291,pakistan,False,,,,0.115942029,0.206947997,0.11594202898550725,0.20694799658994023
1656,1656,22.0,11.0,"ludhiana, india",punjabi10,punjabi,male,2040,india,False,,,,0.086956522,0.14146658,0.08695652173913043,0.14146658014276448
1657,1657,26.0,10.0,"hoshiarpur, india",punjabi2,punjabi,male,292,india,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1658,1658,19.0,6.0,"moga, punjab, india",punjabi3,punjabi,male,751,india,False,,,,0.231884058,0.350724638,0.2608695652173913,0.3911030595813205
1659,1659,33.0,3.0,"moga, india",punjabi4,punjabi,female,836,india,False,,,,0.072463768,0.11258139,0.07246376811594203,0.11258139046418825
1660,1660,49.0,5.0,"ropar, punjab, india",punjabi5,punjabi,male,1612,india,False,,,,0.0,0.0,0.0,0.0
1661,1661,25.0,5.0,"lahore, pakistan",punjabi6,punjabi,male,1758,pakistan,False,,,,0.130434783,0.161207068,0.13043478260869565,0.16120706769902726
1662,1662,22.0,5.0,"lahore, pakistan",punjabi7,punjabi,male,1759,pakistan,False,,,,0.072463768,0.125258799,0.07246376811594203,0.12525879917184268
1663,1663,44.0,13.0,"jilandhar, punjab, india",punjabi8,punjabi,male,1782,india,False,,,,0.550724638,0.713321421,0.5507246376811594,0.7133214214810404
1664,1664,19.0,11.0,"kot kapura, india",punjabi9,punjabi,male,2039,india,False,,,,0.188405797,0.268851082,0.18840579710144928,0.26885108170552396
1665,1665,53.0,15.0,"cochabamba, bolivia",quechua1,quechua,female,293,bolivia,False,,,,0.072463768,0.127024723,0.13043478260869565,0.22128487994808566
1666,1666,32.0,27.0,"huanuco, provincia dos de mayo, peru",quechua2,quechua,female,294,peru,False,,,,0.782608696,0.851360905,0.7971014492753623,0.8531517373843199
1667,1667,24.0,12.0,"timisoara, romania",romanian1,romanian,male,295,romania,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
1668,1668,27.0,11.0,"bucharest, romania",romanian10,romanian,female,692,romania,False,,,,0.072463768,0.125258799,0.07246376811594203,0.12525879917184268
1669,1669,39.0,14.0,"buzau, romania",romanian11,romanian,male,693,romania,False,,,,0.144927536,0.247025741,0.14492753623188406,0.24702574086091278
1670,1670,38.0,12.0,"chisinau, moldova",romanian12,romanian,female,865,moldova,False,,,,0.057971014,0.070600414,0.028985507246376812,0.028169014084507005
1671,1671,46.0,12.0,"babadag, romanian",romanian13,romanian,male,930,romanian,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
1672,1672,25.0,13.0,"costesti, moldova",romanian14,romanian,female,973,moldova,False,,,,0.043478261,0.070600414,0.043478260869565216,0.0706004140786749
1673,1673,27.0,8.0,"bucharest, romania",romanian15,romanian,female,980,romania,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
1674,1674,25.0,9.0,"bucharest, romania",romanian16,romanian,female,996,romania,False,,,,0.086956522,0.14146658,0.08695652173913043,0.14146658014276448
1675,1675,55.0,48.0,"chisinau, moldova",romanian17,romanian,female,1099,moldova,False,,,,0.115942029,0.18983466,0.13043478260869565,0.21535007144315177
1676,1676,43.0,28.0,"solotvino, ukraine",romanian18,romanian,female,1448,ukraine,False,,,,0.217391304,0.369240753,0.21739130434782608,0.3692407527579493
1677,1677,19.0,8.0,"chisinau, moldova",romanian19,romanian,male,1557,moldova,False,,,,0.202898551,0.321652607,0.2028985507246377,0.32165260653255456
1678,1678,62.0,14.0,"bucharest, romania",romanian2,romanian,male,296,romania,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
1679,1679,34.0,19.0,"bucharest, romania",romanian20,romanian,female,1599,romania,False,,,,0.0,0.0,0.0,0.0
1680,1680,50.0,32.0,"birtem, romania",romanian3,romanian,male,297,romania,False,,,,0.115942029,0.206947997,0.10144927536231885,0.1685052995890115
1681,1681,35.0,32.0,"bucharest, romania",romanian4,romanian,female,298,romania,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
1682,1682,47.0,12.0,"bucharest, romania",romanian5,romanian,female,688,romania,False,,,,0.15942029,0.23561704,0.15942028985507245,0.23561703996486605
1683,1683,35.0,12.0,"bucharest, romania",romanian6,romanian,male,689,romania,False,,,,0.072463768,0.11258139,0.07246376811594203,0.11258139046418825
1684,1684,33.0,11.0,"bucharest, romania",romanian7,romanian,male,694,romania,False,,,,0.0,0.0,0.028985507246376812,0.04326513213981242
1685,1685,47.0,12.0,"bucharest, romania",romanian8,romanian,male,690,romania,False,,,,0.101449275,0.151966874,0.10144927536231885,0.15196687370600415
1686,1686,28.0,10.0,"bacau, romania",romanian9,romanian,female,691,romania,False,,,,0.072463768,0.110838947,0.07246376811594203,0.11083894672382122
1687,1687,43.0,5.0,"vatukoula, fiji",rotuman1,rotuman,female,659,fiji,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1688,1688,52.0,7.0,"rotuma, rotuma, fiji",rotuman2,rotuman,male,660,fiji,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
1689,1689,36.0,14.0,"bururi, burundi",rundi1,rundi,male,1272,burundi,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
1690,1690,37.0,36.0,"nizhni novgorod, russia",russian1,russian,male,299,russia,False,,,,0.202898551,0.313329251,0.2028985507246377,0.31332925086752395
1691,1691,20.0,5.0,"moscow, russia",russian10,russian,female,300,russia,False,,,,0.304347826,0.47826087,0.30434782608695654,0.4782608695652174
1692,1692,54.0,13.0,"ola magadan, russia",russian11,russian,male,301,russia,False,,,,0.101449275,0.1685053,0.10144927536231885,0.1685052995890115
1693,1693,62.0,53.0,"st. petersburg, russia",russian12,russian,male,460,russia,False,,,,0.391304348,0.542650104,0.34782608695652173,0.5167069243156199
1694,1694,26.0,10.0,"moscow, russia",russian13,russian,male,472,russia,False,,,,0.217391304,0.36462928,0.18840579710144928,0.29342575089266965
1695,1695,33.0,18.0,"pskov, russia",russian14,russian,male,609,russia,False,,,,0.072463768,0.096417069,0.07246376811594203,0.09641706924315618
1696,1696,34.0,12.0,"ayaguz, kazakhstan",russian15,russian,female,647,kazakhstan,False,,,,0.130434783,0.146886016,0.043478260869565216,0.07161125319693096
1697,1697,35.0,11.0,"minsk, belarus",russian16,russian,male,648,belarus,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
1698,1698,37.0,18.0,"pskov, russia",russian17,russian,male,671,russia,False,,,,0.188405797,0.31758034,0.2028985507246377,0.341314849821466
1699,1699,23.0,13.0,"komsomolsk-on-amur, russia",russian18,russian,male,831,russia,False,,,,0.231884058,0.336803429,0.2318840579710145,0.3368034292712798
1700,1700,40.0,17.0,"zhezkazgan, kazakhstan",russian19,russian,male,834,kazakhstan,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
1701,1701,50.0,10.0,"izmail, ukraine",russian2,russian,female,302,ukraine,False,,,,0.144927536,0.247025741,0.14492753623188406,0.24702574086091278
1702,1702,28.0,17.0,"kostanai, kazakhstan",russian20,russian,female,911,kazakhstan,False,,,,0.072463768,0.139676539,0.11594202898550725,0.21844150388573824
1703,1703,46.0,10.0,"moscow, russia",russian21,russian,female,954,russia,False,,,,0.347826087,0.529699939,0.34782608695652173,0.5296999387630128
1704,1704,30.0,11.0,"riga, latvia",russian22,russian,male,994,latvia,False,,,,0.086956522,0.166351607,0.08695652173913043,0.16635160680529315
1705,1705,21.0,5.0,"zaporizhzhya, ukraine",russian23,russian,female,1057,ukraine,False,,,,0.086956522,0.125258799,0.08695652173913043,0.12525879917184268
1706,1706,33.0,19.0,"sochi, russia",russian24,russian,female,1073,russia,False,,,,0.086956522,0.166351607,0.08695652173913043,0.16635160680529315
1707,1707,58.0,41.0,"orhei, moldova",russian25,russian,female,1096,moldova,False,,,,0.985507246,0.999585921,0.15942028985507245,0.25100644122383253
1708,1708,23.0,17.0,"chisinau, moldova",russian26,russian,female,1097,moldova,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1709,1709,21.0,14.0,"moscow, russia",russian27,russian,male,1191,russia,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
1710,1710,25.0,11.0,"minsk, belarus",russian28,russian,female,1198,belarus,False,,,,0.101449275,0.166351607,0.10144927536231885,0.16635160680529315
1711,1711,21.0,6.0,"chisinau, moldova",russian29,russian,male,1254,moldova,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
1712,1712,35.0,6.0,"zaporizhzhya, ukraine",russian3,russian,female,303,ukraine,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
1713,1713,18.0,12.0,"stavropol, russia",russian30,russian,male,1279,russia,False,,,,0.043478261,0.070600414,0.043478260869565216,0.0706004140786749
1714,1714,21.0,4.0,"tallinn, estonia",russian31,russian,male,1311,estonia,False,,,,0.188405797,0.321652607,0.18840579710144928,0.32165260653255456
1715,1715,31.0,14.0,"kiev, ukraine",russian32,russian,female,1314,ukraine,False,,,,0.217391304,0.350724638,0.21739130434782608,0.35072463768115936
1716,1716,24.0,17.0,"karaganda, kazakhstan",russian33,russian,female,1317,kazakhstan,False,,,,0.101449275,0.192606595,0.10144927536231885,0.1926065952530981
1717,1717,19.0,15.0,"vladivostok, russia",russian34,russian,male,1407,russia,False,,,,0.144927536,0.240457236,0.14492753623188406,0.24045723617064707
1718,1718,27.0,16.0,"dresden, germany",russian35,russian,male,1467,germany,False,,,,0.086956522,0.166351607,0.08695652173913043,0.16635160680529315
1719,1719,25.0,20.0,"moscow, russia",russian36,russian,male,1518,russia,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
1720,1720,31.0,10.0,"st. petersburg, russia",russian37,russian,male,1523,russia,False,,,,0.188405797,0.289855072,0.21739130434782608,0.3291925465838509
1721,1721,84.0,18.0,"gomel, belarus",russian38,russian,male,1708,belarus,False,,,,0.188405797,0.307544757,0.18840579710144928,0.307544757033248
1722,1722,25.0,5.0,"brooklyn, new york, usa",russian39,russian,female,1750,usa,False,,,,0.0,0.0,0.0,0.0
1723,1723,68.0,38.0,"moscow, russia",russian4,russian,female,304,russia,False,,,,0.811594203,0.955467721,0.6521739130434783,0.7929606625258799
1724,1724,23.0,8.0,"bishkek, kyrgyzstan",russian40,russian,female,1774,kyrgyzstan,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
1725,1725,30.0,10.0,"nizhni novgorod, russia",russian41,russian,female,1844,russia,False,,,,0.086956522,0.151966874,0.07246376811594203,0.12525879917184268
1726,1726,24.0,4.0,"moscow, russia",russian42,russian,female,1924,russia,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
1727,1727,27.0,8.0,"st. petersburg, russia",russian43,russian,female,1932,russia,False,,,,0.173913043,0.258098892,0.17391304347826086,0.2580988917306053
1728,1728,29.0,6.0,"penza, russia",russian44,russian,female,1947,russia,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
1729,1729,68.0,14.0,"st. petersburg, russia",russian45,russian,female,2027,russia,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
1730,1730,24.0,7.0,"perm, russia",russian46,russian,female,2105,russia,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
1731,1731,26.0,6.0,"saransk, russia",russian47,russian,female,2107,russia,False,,,,0.202898551,0.36462928,0.18840579710144928,0.341314849821466
1732,1732,29.0,6.0,"fergana, uzbekistan",russian48,russian,female,2137,uzbekistan,False,,,,0.115942029,0.18983466,0.11594202898550725,0.1898346601347214
1733,1733,25.0,15.0,"khabarovsk, russia",russian5,russian,female,305,russia,False,,,,0.202898551,0.29931562,0.2028985507246377,0.2993156199677939
1734,1734,26.0,11.0,"moscow, russia",russian6,russian,female,306,russia,False,,,,0.086956522,0.110838947,0.10144927536231885,0.13757909777505617
1735,1735,54.0,13.0,"kiev, ukraine",russian7,russian,female,307,ukraine,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
1736,1736,66.0,12.0,"moscow, russia",russian8,russian,male,308,russia,False,,,,0.086956522,0.139676539,0.08695652173913043,0.13967653854232298
1737,1737,23.0,7.0,"moscow, russia",russian9,russian,male,309,russia,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
1738,1738,45.0,16.0,"byumba, rwanda",rwanda1,rwanda,male,1038,rwanda,False,,,,0.15942029,0.279296066,0.15942028985507245,0.27929606625258796
1739,1739,52.0,7.0,"riverside, small malaita, solomon islands",sa'a1,sa'a,male,1200,solomon islands,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
1740,1740,35.0,11.0,"zofingen, switzerland",sardinian1,sardinian,female,310,switzerland,False,,,,0.144927536,0.183574879,0.14492753623188406,0.18357487922705318
1741,1741,21.0,10.0,"ndjamena, chad",sarua1,sarua,male,311,chad,False,,,,0.623188406,0.772389446,0.2753623188405797,0.3940096618357487
1742,1742,41.0,6.0,"satawal island, yap state, federated states of micronesia",satawalese1,satawalese,male,312,federated states of micronesia,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
1743,1743,30.0,6.0,"satawal island, yap state, federated states of micronesia",satawalese2,satawalese,female,313,federated states of micronesia,False,,,,0.15942029,0.254658385,0.15942028985507245,0.25465838509316774
1744,1744,47.0,47.0,"bosanska krupa, bosnia",serbian1,serbian,female,314,bosnia,False,,,,0.115942029,0.218441504,0.11594202898550725,0.21844150388573824
1745,1745,25.0,7.0,"belgrade, serbia",serbian10,serbian,male,727,serbia,False,,,,0.072463768,0.113995241,0.043478260869565216,0.07161125319693096
1746,1746,26.0,14.0,"belgrade, serbia",serbian11,serbian,male,744,serbia,False,,,,0.086956522,0.127024723,0.08695652173913043,0.12702472293265132
1747,1747,25.0,11.0,"vranje, serbia",serbian12,serbian,female,894,serbia,False,,,,0.144927536,0.229606625,0.14492753623188406,0.22960662525879916
1748,1748,25.0,11.0,"teslic, bosnia and herzegovina",serbian13,serbian,female,945,bosnia and herzegovina,False,,,,0.086956522,0.151966874,0.08695652173913043,0.15196687370600415
1749,1749,26.0,20.0,"podgorica, montenegro",serbian14,serbian,female,988,montenegro,False,,,,0.144927536,0.155091286,0.14492753623188406,0.1550912855260682
1750,1750,26.0,15.0,"tuzla, bosnia and herzegovina",serbian15,serbian,female,1079,bosnia and herzegovina,False,,,,0.144927536,0.243856333,0.14492753623188406,0.2438563327032136
1751,1751,33.0,9.0,"belgrade, serbia",serbian16,serbian,male,1157,serbia,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
1752,1752,29.0,10.0,"belgrade, serbia",serbian17,serbian,female,1283,serbia,False,,,,0.043478261,0.057130855,0.043478260869565216,0.05713085486242386
1753,1753,22.0,11.0,"belgrade, serbia",serbian18,serbian,male,1542,serbia,False,,,,0.072463768,0.11258139,0.07246376811594203,0.11258139046418825
1754,1754,36.0,15.0,"zrenjanin, serbia, yugoslavia",serbian2,serbian,male,315,yugoslavia,False,,,,0.115942029,0.175523349,0.11594202898550725,0.17552334943639292
1755,1755,25.0,7.0,"belgrade, serbia",serbian3,serbian,male,530,serbia,False,,,,0.0,0.0,0.0,0.0
1756,1756,27.0,15.0,"velika plana, serbia",serbian4,serbian,male,704,serbia,False,,,,0.043478261,0.070600414,0.043478260869565216,0.0706004140786749
1757,1757,35.0,6.0,"belgrade, serbia",serbian5,serbian,male,722,serbia,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1758,1758,33.0,12.0,"kraljevo, serbia",serbian6,serbian,male,723,serbia,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
1759,1759,31.0,7.0,"belgrade, serbia",serbian7,serbian,female,724,serbia,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1760,1760,44.0,20.0,"kraljevo, serbia",serbian8,serbian,male,726,serbia,False,,,,0.217391304,0.336803429,0.21739130434782608,0.3368034292712798
1761,1761,31.0,9.0,"kragujevac, serbia",serbian9,serbian,female,725,serbia,False,,,,0.086956522,0.151966874,0.057971014492753624,0.11258139046418825
1762,1762,39.0,18.0,"fatick, senegal",serer1,serer,male,780,senegal,False,,,,0.275362319,0.45103206,0.2753623188405797,0.4510320597277119
1763,1763,52.0,6.0,"maseru, lesotho",sesotho1,sesotho,female,703,lesotho,False,,,,0.246376812,0.252964427,0.2318840579710145,0.2290607942781855
1764,1764,34.0,16.0,"taunggyi, myanmar",shan1,shan,female,1967,myanmar,False,,,,0.463768116,0.643255295,0.463768115942029,0.6432552954292085
1765,1765,42.0,12.0,"malakal, sudan",shilluk1,shilluk,male,1028,sudan,False,,,,0.130434783,0.229606625,0.15942028985507245,0.26885108170552396
1766,1766,30.0,5.0,"bulawayo, zimbabwe",shona1,shona,female,599,zimbabwe,False,,,,0.0,0.0,0.0,0.0
1767,1767,20.0,6.0,"harare, zimbabwe",shona2,shona,female,1442,zimbabwe,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
1768,1768,77.0,23.0,"fiumedinisi, sicily",sicilian1,sicilian,male,316,sicily,False,,,,0.231884058,0.341167254,0.2318840579710145,0.34116725421073246
1769,1769,26.0,8.0,"karachi, pakistan",sindhi1,sindhi,male,424,pakistan,False,,,,0.101449275,0.166351607,0.10144927536231885,0.16635160680529315
1770,1770,55.0,18.0,"colombo, sri lanka",sinhala6,sinhala,female,1912,sri lanka,False,,,,0.52173913,0.720555215,0.6086956521739131,0.8074183247359371
1771,1771,33.0,4.0,"colombo, sri lanka",sinhalese1,sinhalese,female,317,sri lanka,True,,,,1.0,1.0,1.0,1.0
1772,1772,25.0,14.0,"kosice, slovak republic",slovak1,slovak,female,319,slovak republic,False,,,,0.057971014,0.11258139,0.07246376811594203,0.13967653854232298
1773,1773,23.0,17.0,"piestany, slovak republic",slovak2,slovak,female,320,slovak republic,False,,,,0.101449275,0.163911002,0.10144927536231885,0.16391100224535615
1774,1774,51.0,16.0,"nitra, slovak republic",slovak3,slovak,female,321,slovak republic,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
1775,1775,20.0,15.0,"bratislava, slovakia",slovak4,slovak,female,1178,slovakia,False,,,,0.043478261,0.071611253,0.057971014492753624,0.09953111679454385
1776,1776,32.0,11.0,"povazska bystrika, slovakia",slovak5,slovak,female,1366,slovakia,False,,,,0.188405797,0.31758034,0.18840579710144928,0.3175803402646503
1777,1777,25.0,6.0,"slovenj gradec, slovenia",slovenian1,slovenian,female,645,slovenia,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1778,1778,20.0,4.0,"ljubljana, slovenia",slovenian2,slovenian,male,1053,slovenia,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1779,1779,26.0,24.0,"mogadishu, somalia",somali1,somali,female,322,somalia,False,,,,0.289855072,0.406236276,0.2898550724637681,0.40623627580149324
1780,1780,59.0,8.0,"erigavo, somalia",somali2,somali,male,577,somalia,False,,,,0.014492754,0.014492754,0.014492753623188406,0.01449275362318836
1781,1781,50.0,10.0,"borama, somalia",somali3,somali,female,600,somalia,False,,,,0.31884058,0.495694182,0.3188405797101449,0.49569418189455994
1782,1782,25.0,7.0,"mogadishu, somalia",somali4,somali,female,1147,somalia,False,,,,0.086956522,0.08,0.08695652173913043,0.07999999999999996
1783,1783,39.0,18.0,"mogadishu, somalia",somali5,somali,male,1148,somalia,False,,,,0.101449275,0.180733163,0.10144927536231885,0.18073316283034957
1784,1784,32.0,17.0,"hargeysa, somalia",somali6,somali,male,1149,somalia,False,,,,0.086956522,0.139676539,0.07246376811594203,0.11258139046418825
1785,1785,24.0,17.0,"caracas, venezuela",spanish1,spanish,male,323,venezuela,False,,,,0.173913043,0.279296066,0.17391304347826086,0.27929606625258796
1786,1786,48.0,47.0,"san luis de la reina, el salvador",spanish10,spanish,male,324,el salvador,False,,,,0.362318841,0.542650104,0.36231884057971014,0.5296999387630128
1787,1787,30.0,26.0,"iquitos, peru",spanish100,spanish,female,1508,peru,False,,,,0.188405797,0.313329251,0.18840579710144928,0.31332925086752395
